brand,carname,salesranking,launchedinput,movrating,heroimage,heroimagename,grayimage,grayname,bodytype,subbodytype,active,redimage,redname,blueimage,blueimagename,blackimage,blackimagename,greenimage,greenimagename,creamimage,creamimagename,brownimage,brownimagename,yellowimage,yellowimagename,purpleimage,purpleimagename,whiteimage,whitename,seater,fueltype,transmissiontype,NCAP,upcoming,itext,carbrowsher,pro,cons,asliheader1,aslisummary1,engineh1,engineh2,enginesummary1,engineauto1,engineimt1,enginemanual1,engineh2a,engineh21,enginesummary2,engineauto2,engineimt2,enginemanual2,engineh3,engineh31,enginesummary3,engineauto3,engineimt3,enginemanual3,engineh4,engineh41,enginesummary4,engineauto4,engineimt4,enginemanual4,standard,extended,Service,keyF1,keyF1text,keyF2,keyF2text,keyF3,keyF3text,keyF4,keyF4text,keyF5,keyF5text,keyF6,keyF6text,keyF7,keyF7text,keyF8,keyF8text,keyF9,keyF9text,keyF10,keyF10text,keyF11,keyF11text,keyF12,keyF12text,keyF13,keyF13text,keyF14,keyF14text,keyF15,keyF15text,keyF16,keyF16text,keyF17,keyF17text,keyF18,keyF18text,keyF19,keyF19text,keyF20,keyF20text,spaceC1,spaceC1text,spaceC2,spaceC2text,spaceC3,spaceC3text,spaceC4,spaceC4text,spaceC5,spaceC5text,spaceC6,spaceC6text,spaceC7,spaceC7text,spaceC8,spaceC8text,spaceC9,spaceC9text,spaceC10,spaceC10text,spaceC11,spaceC11text,spaceC12,spaceC12text,spaceC13,spaceC13text,spaceC14,spaceC14text,spaceC15,spaceC15text,spaceC16,spaceC16text,spaceC17,spaceC17text,spaceC18,spaceC18text,spaceC19,spaceC19text,spaceC20,spaceC20text,storageC1,storageC1text,storageC2,storageC2text,storageC3,storageC3text,storageC4,storageC4text,storageC5,storageC5text,storageC6,storageC6text,storageC7,storageC7text,storageC8,storageC8text,storageC9,storageC9text,storageC10,storageC10text,storageC11,storageC11text,storageC12,storageC12text,storageC13,storageC13text,storageC14,storageC14text,storageC15,storageC15text,storageC16,storageC16text,storageC17,storageC17text,storageC18,storageC18text,storageC19,storageC19text,storageC20,storageC20text,
662526a41dc6cd46bdca6ac2,EQE,Launched,2023,4.2,,,,,SUV,FLAGSHIP LUXURY ELECTRIC,true,,,,,,,,,,,,,,,,,,,<ul><li>5</li></ul>,<ul><li>Electric</li></ul>,<ul><li>Automatic</li></ul>,5,false,<ul><li>DRIVING DYNAMICS- 3.7</li><li>MILEAGE- 4.1</li><li>RIDE & COMFORT4.3</li><li>RESALE- 3.3</li><li>SERVICE COST- 3.9</li></ul>,,<ul><li>NA</li></ul>,<ul><li>NA</li></ul>,662526a41dc6cd46bdca6ac2 EQE,,"90.6kWh	Electric",Best for enthusiasts,"<pre class=""ql-syntax"" spellcheck=""false"">Powerful with great low end torque. Decent fuel efficency but can be a great highway crusier and city car too with it's automatic gearbox</pre><p><br></p>","402 Bhp, 858 Nm, NA",,,,,,,,,,,,,,,,,,,,,3 Years / Unlimited Kms,6 Years / Unlimited Kms,"10,000 Kms / 6 Months",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662526a41dc6cd46bdca6ac2,E-Class,Updated,2022,3.8,,,,,Sedan,FULL SIZE LUXURY,true,,,,,,,,,,,,,,,,,,,<ul><li>5</li></ul>,<ul><li>Petrol</li><li>Diesel</li></ul>,<ul><li>AT</li></ul>,5,false,<ul><li>DRIVING DYNAMICS- 3.8</li><li>MILEAGE- 4.5</li><li>RIDE & COMFORT4.4</li><li>RESALE- 3.5</li><li>SERVICE COST- 4.4</li></ul>,,<ul><li>NA</li></ul>,<ul><li>NA</li></ul>,662526a41dc6cd46bdca6ac2 E Class,,2 Litre Petrol,Best for city driving,"<pre class=""ql-syntax"" spellcheck=""false"">engine is suitable for individuals that drive a lot and have constant highway commuting</pre><p><br></p>","194 Bhp, 320 Nm, 9-Speed",,,2 Litre Diesel,Best for city driving,"<pre class=""ql-syntax"" spellcheck=""false"">engine is suitable for individuals that drive a lot and have constant highway commuting</pre><p><br></p>","192 Bhp, 400 Nm, 9-Speed",,,2.9 Litre Diesel,Best for city driving,"<pre class=""ql-syntax"" spellcheck=""false"">engine is suitable for individuals that drive a lot and have constant highway commuting</pre><p><br></p>","282 Bhp, 600 Nm, 9-Speed",,,,,,,,,3 Years / Unlimited Kms,6 Years / Unlimited Kms,"10,000 Kms / 6 Months",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662526a41dc6cd46bdca6ac2,GLE,Updated,2023,4.2,,,,,SUV,FULL SIZE LUXURY,true,,,,,,,,,,,,,,,,,,,<ul><li>5</li></ul>,<ul><li>Petrol</li><li>Diesel</li></ul>,<ul><li>AT</li></ul>,5,false,<ul><li>DRIVING DYNAMICS- 3.5</li><li>MILEAGE- 3.8</li><li>RIDE & COMFORT4.1</li><li>RESALE- 4.8</li><li>SERVICE COST- 4.0</li></ul>,,<ul><li>NA</li></ul>,<ul><li>NA</li></ul>,662526a41dc6cd46bdca6ac2 GLE,,2 Litre Diesel,An allrounder,"<pre class=""ql-syntax"" spellcheck=""false"">Great motor with good performance and fun to drive.</pre><p><br></p>","265 Bhp, 550 Nm, 9-Speed",,,3 Litre Petrol,An allrounder,"<pre class=""ql-syntax"" spellcheck=""false"">Great motor with good performance and fun to drive.</pre><p><br></p>","375 Bhp, 500 Nm, 9-Speed",,,3 Litre Diesel,An allrounder,"<pre class=""ql-syntax"" spellcheck=""false"">Great motor with good performance and fun to drive.</pre><p><br></p>","362 Bhp, 750 Nm, 9-Speed",,,,,,,,,3 Years / Unlimited Kms,6 Years / Unlimited Kms,"10,000 Kms / 6 Months",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662526a41dc6cd46bdca6ac2,GLS,Updated,2024,3.8,,,,,SUV,FLAGSHIP LUXURY,true,,,,,,,,,,,,,,,,,,,<ul><li>7</li></ul>,<ul><li>Petrol</li><li>Diesel</li></ul>,<ul><li>AT</li></ul>,5,false,<ul><li>DRIVING DYNAMICS- 3.6</li><li>MILEAGE- 3.9</li><li>RIDE & COMFORT4.2</li><li>RESALE- 3.9</li><li>SERVICE COST- 3.7</li></ul>,,<ul><li>NA</li></ul>,<ul><li>NA</li></ul>,662526a41dc6cd46bdca6ac2 GLS,,3 Litre Petrol,Best for those seeking mileage,"<pre class=""ql-syntax"" spellcheck=""false"">engine is best used for sedate and smooth driving. Its does not like harsh acceleration and has bad NVH levels further up the rev range</pre><p><br></p>","375 Bhp, 500 Nm, 9-Speed",,,3 Litre Diesel,Best for those seeking mileage,"<pre class=""ql-syntax"" spellcheck=""false"">engine is best used for sedate and smooth driving. Its does not like harsh acceleration and has bad NVH levels further up the rev range</pre><p><br></p>","362 Bhp, 750 Nm, 9-Speed",,,,,,,,,,,,,,,3 Years / Unlimited Kms,6 Years / Unlimited Kms,"10,000 Kms / 6 Months",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662526a41dc6cd46bdca6ac2,GLS Maybach,Updated,2024,4.2,,,,,SUV,FLAGSHIP LUXURY,true,,,,,,,,,,,,,,,,,,,<ul><li>4</li></ul>,<ul><li>Petrol</li></ul>,<ul><li>AT</li></ul>,5,false,<ul><li>DRIVING DYNAMICS- 3.7</li><li>MILEAGE- 4.1</li><li>RIDE & COMFORT4.3</li><li>RESALE- 3.3</li><li>SERVICE COST- 3.9</li></ul>,,<ul><li>NA</li></ul>,<ul><li>NA</li></ul>,662526a41dc6cd46bdca6ac2 GLS Maybach,,4 Litre Petrol,Best for enthusiasts,"<pre class=""ql-syntax"" spellcheck=""false"">Powerful with great low end torque. Decent fuel efficency but can be a great highway crusier and city car too with it's automatic gearbox</pre><p><br></p>","550 Bhp, 730 Nm, 9-Speed",,,,,,,,,,,,,,,,,,,,,3 Years / Unlimited Kms,6 Years / Unlimited Kms,"10,000 Kms / 6 Months",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662526a41dc6cd46bdca6ac2,S-Class,Updated,2022,3.8,,,,,Sedan,FLAGSHIP LUXURY,true,,,,,,,,,,,,,,,,,,,<ul><li>5</li></ul>,<ul><li>Petrol</li><li>Diesel</li></ul>,<ul><li>AT</li></ul>,NA,false,<ul><li>DRIVING DYNAMICS- 3.8</li><li>MILEAGE- 4.5</li><li>RIDE & COMFORT4.4</li><li>RESALE- 3.5</li><li>SERVICE COST- 4.4</li></ul>,,<ul><li>NA</li></ul>,<ul><li>NA</li></ul>,662526a41dc6cd46bdca6ac2 S-class,,2.9 Litre Diesel,Best for city driving,"<pre class=""ql-syntax"" spellcheck=""false"">engine is suitable for individuals that drive a lot and have constant highway commuting</pre><p><br></p>","282 Bhp, 600 Nm, 9-Speed",,,3 Litre Petrol,Best for city driving,"<pre class=""ql-syntax"" spellcheck=""false"">engine is suitable for individuals that drive a lot and have constant highway commuting</pre><p><br></p>","362 Bhp, 500 Nm, 9-Speed",,,,,,,,,,,,,,,3 Years / Unlimited Kms,6 Years / Unlimited Kms,"10,000 Kms / 6 Months",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662526a41dc6cd46bdca6ac2,S-Class Maybach,Updated,2022,4.2,,,,,Sedan,FLAGSHIP LUXURY,true,,,,,,,,,,,,,,,,,,,<ul><li>4</li></ul>,<ul><li>Petrol</li></ul>,<ul><li>AT</li></ul>,NA,false,<ul><li>DRIVING DYNAMICS- 3.5</li><li>MILEAGE- 3.8</li><li>RIDE & COMFORT4.1</li><li>RESALE- 4.8</li><li>SERVICE COST- 4.0</li></ul>,,<ul><li>NA</li></ul>,<ul><li>NA</li></ul>,662526a41dc6cd46bdca6ac2 S-class Maybach,,4 Litre Petrol,An allrounder,"<pre class=""ql-syntax"" spellcheck=""false"">Great motor with good performance and fun to drive.</pre><p><br></p>","496 Bhp, 700 Nm, 9-Speed",,,6 Litre Petrol,An allrounder,"<pre class=""ql-syntax"" spellcheck=""false"">Great motor with good performance and fun to drive.</pre><p><br></p>","603 Bhp, 900 Nm, 9-Speed",,,,,,,,,,,,,,,3 Years / Unlimited Kms,6 Years / Unlimited Kms,"10,000 Kms / 6 Months",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662526a41dc6cd46bdca6ac2,EQS,Updated,2022,3.8,,,,,Sedan,FLAGSHIP LUXURY ELECTRIC,true,,,,,,,,,,,,,,,,,,,<ul><li>5</li></ul>,<ul><li>Electric</li></ul>,<ul><li>Automatic</li></ul>,5,false,<ul><li>DRIVING DYNAMICS- 3.6</li><li>MILEAGE- 3.9</li><li>RIDE & COMFORT4.2</li><li>RESALE- 3.9</li><li>SERVICE COST- 3.7</li></ul>,,<ul><li>NA</li></ul>,<ul><li>NA</li></ul>,662526a41dc6cd46bdca6ac2 EQS,,107.8kWh Electric,An allrounder,"<pre class=""ql-syntax"" spellcheck=""false"">Great motor with good performance and fun to drive.</pre><p><br></p>","516 Bhp, 855 Nm, NA",,,,,,,,,,,,,,,,,,,,,3 Years / Unlimited Kms,6 Years / Unlimited Kms,"10,000 Kms / 6 Months",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662526a41dc6cd46bdca6ac2,EQS AMG,Updated,2022,4.2,,,,,Sedan,FLAGSHIP LUXURY ELECTRIC,true,,,,,,,,,,,,,,,,,,,<ul><li>5</li></ul>,<ul><li>Electric</li></ul>,<ul><li>Automatic</li></ul>,5,false,<ul><li>DRIVING DYNAMICS- 3.7</li><li>MILEAGE- 4.1</li><li>RIDE & COMFORT4.3</li><li>RESALE- 3.3</li><li>SERVICE COST- 3.9</li></ul>,,<ul><li>NA</li></ul>,<ul><li>NA</li></ul>,662526a41dc6cd46bdca6ac2 EQS AMG,,107.8kWh Electric,Best for those seeking mileage,"<pre class=""ql-syntax"" spellcheck=""false"">engine is best used for sedate and smooth driving. Its does not like harsh acceleration and has bad NVH levels further up the rev range</pre><p><br></p>","751 Bhp, 1020 Nm, NA",,,,,,,,,,,,,,,,,,,,,3 Years / Unlimited Kms,6 Years / Unlimited Kms,"10,000 Kms / 6 Months",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662526a41dc6cd46bdca6ac2,G-Class ,Updated,2023,3.8,,,,,SUV,FLAGSHIP LUXURY,true,,,,,,,,,,,,,,,,,,,<ul><li>5</li></ul>,<ul><li>Diesel</li></ul>,<ul><li>AT</li></ul>,5,false,<ul><li>DRIVING DYNAMICS- 3.8</li><li>MILEAGE- 4.5</li><li>RIDE & COMFORT4.4</li><li>RESALE- 3.5</li><li>SERVICE COST- 4.4</li></ul>,,<ul><li>NA</li></ul>,<ul><li>NA</li></ul>,662526a41dc6cd46bdca6ac2 G-Class ,,2.9 Litre Diesel,Best for enthusiasts,"<pre class=""ql-syntax"" spellcheck=""false"">Powerful with great low end torque. Decent fuel efficency but can be a great highway crusier and city car too with it's automatic gearbox</pre><p><br></p>","326 Bhp, 700 Nm, 9-Speed",,,4 Litre Petrol,Best for enthusiasts,"<pre class=""ql-syntax"" spellcheck=""false"">Powerful with great low end torque. Decent fuel efficency but can be a great highway crusier and city car too with it's automatic gearbox</pre><p><br></p>","577 Bhp, 850 Nm, 9-Speed",,,,,,,,,,,,,,,3 Years / Unlimited Kms,6 Years / Unlimited Kms,"10,000 Kms / 6 Months",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662526a41dc6cd46bdca6ac2,A45 S AMG,Updated,2022,4.2,,,,,Hatchback,SPORTS LUXURY,true,,,,,,,,,,,,,,,,,,,<ul><li>5</li></ul>,<ul><li>Petrol</li></ul>,<ul><li>DCT</li></ul>,5,false,<ul><li>DRIVING DYNAMICS- 3.5</li><li>MILEAGE- 3.8</li><li>RIDE & COMFORT4.1</li><li>RESALE- 4.8</li><li>SERVICE COST- 4.0</li></ul>,,<ul><li>NA</li></ul>,<ul><li>NA</li></ul>,662526a41dc6cd46bdca6ac2 A45 S+ AMG,,2 Litre Petrol,Best for city driving,"<pre class=""ql-syntax"" spellcheck=""false"">engine is suitable for individuals that drive a lot and have constant highway commuting</pre><p><br></p>","301 Bhp, 400 Nm, 7-Speed",,,,,,,,,,,,,,,,,,,,,3 Years / Unlimited Kms,6 Years / Unlimited Kms,"10,000 Kms / 6 Months",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662526a41dc6cd46bdca6ac2,GLA 35 AMG,Updated,2022,3.8,,,,,SUV,SUB-COMPACT LUXURY,true,,,,,,,,,,,,,,,,,,,<ul><li>5</li></ul>,<ul><li>Petrol</li></ul>,<ul><li>DCT</li></ul>,NA,false,<ul><li>DRIVING DYNAMICS- 3.6</li><li>MILEAGE- 3.9</li><li>RIDE & COMFORT4.2</li><li>RESALE- 3.9</li><li>SERVICE COST- 3.7</li></ul>,,<ul><li>NA</li></ul>,<ul><li>NA</li></ul>,662526a41dc6cd46bdca6ac2 GLA 35 AMG,,2 Litre Petrol,An allrounder,"<pre class=""ql-syntax"" spellcheck=""false"">Great motor with good performance and fun to drive.</pre><p><br></p>","302 Bhp, 400 Nm, 8-Speed",,,,,,,,,,,,,,,,,,,,,3 Years / Unlimited Kms,6 Years / Unlimited Kms,"10,000 Kms / 6 Months",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662526a41dc6cd46bdca6ac2,GLC 43 AMG Coupe,Updated,2022,4.2,,,,,Coupe,FLAGSHIP LUXURY,true,,,,,,,,,,,,,,,,,,,<ul><li>5</li></ul>,<ul><li>Petrol</li></ul>,<ul><li>AT</li></ul>,5,false,<ul><li>DRIVING DYNAMICS- 3.7</li><li>MILEAGE- 4.1</li><li>RIDE & COMFORT4.3</li><li>RESALE- 3.3</li><li>SERVICE COST- 3.9</li></ul>,,<ul><li>NA</li></ul>,<ul><li>NA</li></ul>,662526a41dc6cd46bdca6ac2 GLC 43 AMG Coupe,,3 Litre Petrol,Best for those seeking mileage,"<pre class=""ql-syntax"" spellcheck=""false"">engine is best used for sedate and smooth driving. Its does not like harsh acceleration and has bad NVH levels further up the rev range</pre><p><br></p>","385 Bhp, 520 Nm, 9-Speed",,,,,,,,,,,,,,,,,,,,,3 Years / Unlimited Kms,6 Years / Unlimited Kms,"10,000 Kms / 6 Months",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662526a41dc6cd46bdca6ac2,E 53 AMG Cabriolet,Updated,2022,3.8,,,,,Coupe,SPORTS LUXURY,true,,,,,,,,,,,,,,,,,,,<ul><li>5</li></ul>,<ul><li>Petrol</li></ul>,<ul><li>AT</li></ul>,5,false,<ul><li>DRIVING DYNAMICS- 3.8</li><li>MILEAGE- 4.5</li><li>RIDE & COMFORT4.4</li><li>RESALE- 3.5</li><li>SERVICE COST- 4.4</li></ul>,,<ul><li>NA</li></ul>,<ul><li>NA</li></ul>,662526a41dc6cd46bdca6ac2 E 53 AMG Cabriolet,,3 Litre Petrol,Best for enthusiasts,"<pre class=""ql-syntax"" spellcheck=""false"">Powerful with great low end torque. Decent fuel efficency but can be a great highway crusier and city car too with it's automatic gearbox</pre><p><br></p>","429 Bhp, 520 Nm, 9-Speed",,,,,,,,,,,,,,,,,,,,,3 Years / Unlimited Kms,6 Years / Unlimited Kms,"10,000 Kms / 6 Months",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662526a41dc6cd46bdca6ac2,E Class AMG,Updated,2022,4.2,,,,,Sedan,FULL SIZE LUXURY,true,,,,,,,,,,,,,,,,,,,<ul><li>5</li></ul>,<ul><li>Petrol</li></ul>,<ul><li>AT</li></ul>,5,false,<ul><li>DRIVING DYNAMICS- 3.5</li><li>MILEAGE- 3.8</li><li>RIDE & COMFORT4.1</li><li>RESALE- 4.8</li><li>SERVICE COST- 4.0</li></ul>,,<ul><li>NA</li></ul>,<ul><li>NA</li></ul>,662526a41dc6cd46bdca6ac2 E Class AMG,,3 Litre Petrol,Best for city driving,"<pre class=""ql-syntax"" spellcheck=""false"">engine is suitable for individuals that drive a lot and have constant highway commuting</pre><p><br></p>","429 Bhp, 520 Nm, 9-Speed",,,4 Litre Petrol,Best for city driving,"<pre class=""ql-syntax"" spellcheck=""false"">engine is suitable for individuals that drive a lot and have constant highway commuting</pre><p><br></p>","604 Bhp, 850 Nm, 9-Speed",,,,,,,,,,,,,,,3 Years / Unlimited Kms,6 Years / Unlimited Kms,"10,000 Kms / 6 Months",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662526a41dc6cd46bdca6ac2,GLE AMG Coupe,Updated,2022,3.8,,,,,Coupe,FLAGSHIP LUXURY,true,,,,,,,,,,,,,,,,,,,<ul><li>5</li></ul>,<ul><li>Petrol</li></ul>,<ul><li>AT</li></ul>,5,false,<ul><li>DRIVING DYNAMICS- 3.6</li><li>MILEAGE- 3.9</li><li>RIDE & COMFORT4.2</li><li>RESALE- 3.9</li><li>SERVICE COST- 3.7</li></ul>,,<ul><li>NA</li></ul>,<ul><li>NA</li></ul>,662526a41dc6cd46bdca6ac2 GLE AMG Coupe,,3 Litre Petrol,An allrounder,"<pre class=""ql-syntax"" spellcheck=""false"">Great motor with good performance and fun to drive.</pre><p><br></p>","429 Bhp, 520 Nm, 9-Speed",,,3.9 Litre Petrol,An allrounder,"<pre class=""ql-syntax"" spellcheck=""false"">Great motor with good performance and fun to drive.</pre><p><br></p>","603 Bhp, 850 Nm, 9-Speed",,,,,,,,,,,,,,,3 Years / Unlimited Kms,6 Years / Unlimited Kms,"10,000 Kms / 6 Months",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662526a41dc6cd46bdca6ac2,SL 55 AMG ,Updated,2022,4.2,,,,,Coupe,SPORTS LUXURY,true,,,,,,,,,,,,,,,,,,,<ul><li>2</li></ul>,<ul><li>Petrol</li></ul>,<ul><li>AT</li></ul>,5,false,<ul><li>DRIVING DYNAMICS- 3.7</li><li>MILEAGE- 4.1</li><li>RIDE & COMFORT4.3</li><li>RESALE- 3.3</li><li>SERVICE COST- 3.9</li></ul>,,<ul><li>NA</li></ul>,<ul><li>NA</li></ul>,662526a41dc6cd46bdca6ac2 SL 55 AMG ,,4 Litre Petrol,An allrounder,"<pre class=""ql-syntax"" spellcheck=""false"">Great motor with good performance and fun to drive.</pre><p><br></p>","469 Bhp, 700 Nm, 9-Speed",,,,,,,,,,,,,,,,,,,,,3 Years / Unlimited Kms,6 Years / Unlimited Kms,"10,000 Kms / 6 Months",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662526a41dc6cd46bdca6ac2,GT 63s AMG  ,Launched,2022,3.8,,,,,Coupe,SPORTS LUXURY,true,,,,,,,,,,,,,,,,,,,<ul><li>5</li></ul>,<ul><li>Petrol</li></ul>,<ul><li>AT</li></ul>,NA,false,<ul><li>DRIVING DYNAMICS- 3.8</li><li>MILEAGE- 4.5</li><li>RIDE & COMFORT4.4</li><li>RESALE- 3.5</li><li>SERVICE COST- 4.4</li></ul>,,<ul><li>NA</li></ul>,<ul><li>NA</li></ul>,662526a41dc6cd46bdca6ac2 GT 63s AMG  ,,4 Litre Petrol,Best for those seeking mileage,"<pre class=""ql-syntax"" spellcheck=""false"">engine is best used for sedate and smooth driving. Its does not like harsh acceleration and has bad NVH levels further up the rev range</pre><p><br></p>","630 Bhp, 900 Nm, 7-Speed",,,,,,,,,,,,,,,,,,,,,3 Years / Unlimited Kms,6 Years / Unlimited Kms,"10,000 Kms / 6 Months",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662526a41dc6cd46bdca6ac2,GT 63 S E AMG,Launched,2023,4.2,,,,,Coupe,SPORTS LUXURY,true,,,,,,,,,,,,,,,,,,,<ul><li>5</li></ul>,<ul><li>Hybrid</li></ul>,<ul><li>AT</li></ul>,NA,false,<ul><li>DRIVING DYNAMICS- 3.5</li><li>MILEAGE- 3.8</li><li>RIDE & COMFORT4.1</li><li>RESALE- 4.8</li><li>SERVICE COST- 4.0</li></ul>,,<ul><li>NA</li></ul>,<ul><li>NA</li></ul>,662526a41dc6cd46bdca6ac2 GT 63 S E AMG,,"4 Litre	Hybrid (Petrol+Electric)",Best for enthusiasts,"<pre class=""ql-syntax"" spellcheck=""false"">Powerful with great low end torque. Decent fuel efficency but can be a great highway crusier and city car too with it's automatic gearbox</pre><p><br></p>","639 Bhp, 1470 Nm, 7-Speed",,,,,,,,,,,,,,,,,,,,,3 Years / Unlimited Kms,6 Years / Unlimited Kms,"10,000 Kms / 6 Months",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662526a41dc6cd46bdca6ac2,C43 AMG,Launched,2024,4.2,,,,,Sedan,SPORTS LUXURY,true,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
